Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),Species (veterinary),Patient safety,ATC code (human),ATCvet code (veterinary),Pharmacotherapeutic group (human),Pharmacotherapeutic group (veterinary),Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic or hybrid,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,NovoRapid,EMEA/H/C/000258,Authorised,,N/0000272759,insulin aspart,insulin aspart,Diabetes Mellitus,,No,A10AB05,,Drugs used in diabetes,,"NovoRapid is indicated for treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above.",No,No,No,No,No,No,No,No,No,Novo Nordisk A/S,28/05/2025,,,20/05/1999,,07/09/1999,,,,34,26/04/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/novorapid
Human,Efficib,EMEA/H/C/000896,Authorised,,VR/0000253633,sitagliptin;metformin,sitagliptin;metformin hydrochloride,"Diabetes Mellitus, Type 2",,No,A10BD07,,Drugs used in diabetes,,"For patients with type-2 diabetes mellitus:  Efficib is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin. Efficib is indicated in combination with a sulphonylurea (i.e. triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea. Efficib is indicated as triple combination therapy with a PPAR agonist (i.e. a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPAR agonist. Efficib is also indicated as add on to insulin (i.e., triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dosage of insulin and metformin alone do not provide adequate glycaemic control.",No,No,No,No,No,No,No,No,No,Merck Sharp and Dohme B.V,08/05/2025,,,24/04/2008,,15/07/2008,,,,36,22/05/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/efficib
Human,Xolair,EMEA/H/C/000606,Authorised,,VR/0000273476,omalizumab,omalizumab,Asthma;Urticaria;Rhinitis,,No,R03DX05,,Drugs for obstructive airway diseases,,"Allergic asthma Xolair is indicated in adults, adolescents and children (6 to &lt;12&nbsp;years of age). Xolair treatment should only be considered for patients with convincing IgE (immunoglobulin E) mediated asthma. Adults and adolescents (12&nbsp;years of age and older) Xolair is indicated as add-on therapy to improve asthma control in patients with severe persistent allergic asthma who have a positive skin test or in vitro reactivity to a perennial aeroallergen and who have reduced lung function (FEV1 &lt;80%) as well as frequent daytime symptoms or night-time awakenings and who have had multiple documented severe asthma exacerbations despite daily high-dose inhaled corticosteroids, plus a long-acting inhaled beta2-agonist. Children (6 to &lt;12&nbsp;years of age) Xolair is indicated as add-on therapy to improve asthma control in patients with severe persistent allergic asthma who have a positive skin test or in vitro reactivity to a perennial aeroallergen and frequent daytime symptoms or night-time awakenings and who have had multiple documented severe asthma exacerbations despite daily high-dose inhaled corticosteroids, plus a long-acting inhaled beta2-agonist. Chronic rhinosinusitis with nasal polyps (CRSwNP) Xolair is indicated as an add-on therapy with intranasal corticosteroids (INC) for the treatment of adults (18&nbsp;years and above) with severe CRSwNP for whom therapy with INC does not provide adequate disease control.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,21/05/2025,,,27/07/2005,,25/10/2005,,,,52,31/05/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/xolair
Human,Cubicin,EMEA/H/C/000637,Authorised,,N/0000275510,daptomycin,daptomycin,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",,No,J01XX09,,Antibacterials for systemic use,,"Cubicin is indicated for the treatment of the following infections.  Adult and paediatric (1 to 17 years of age) patients with complicated skin and soft-tissue infections (cSSTI). Adult patients with right-sided infective endocarditis (RIE) due to Staphylococcus aureus.  It is recommended that the decision to use daptomycin should take into account the antibacterial susceptibility of the organism and should be based on expert advice.  Adult and paediatric (1 to 17 years of age) patients with Staphylococcus aureus bacteraemia (SAB). In adults, use in bacteraemia should be associated with RIE or with cSSTI, while in paediatric patients, use in bacteraemia should be associated with cSSTI.  Daptomycin is active against Gram positive bacteria only. In mixed infections where Gram negative and/or certain types of anaerobic bacteria are suspected, Cubicin should be co-administered with appropriate antibacterial agent(s). Consideration should be given to official guidance on the appropriate use of antibacterial agents.",No,No,No,No,No,No,No,No,No,Merck Sharp & Dohme B.V.,28/05/2025,,,17/11/2005,,19/01/2006,,,,40,08/08/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/cubicin
Human,Lacosamide Accord,EMEA/H/C/004443,Authorised,,VR/0000274929,lacosamide,lacosamide,Epilepsy,,No,N03AX18,,Antiepileptics,,"Lacosamide Accord is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy. Lacosamide Accord is indicated as adjunctive therapy •         in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy. •         in the treatment of primary generalised tonic-clonic seizures in adults, adolescents and children from 4 years of age with idiopathic generalised epilepsy.",No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,28/05/2025,,,20/07/2017,,18/09/2017,,,,13,04/04/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord
Human,Pemetrexed medac,EMEA/H/C/003905,Authorised,,VR/0000261770,pemetrexed,pemetrexed,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Folic acid analogues;Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed medac in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed medac in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed medac is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed medac is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,medac Gesellschaft für klinische Spezialpräparate mbH,28/05/2025,,,23/09/2015,,26/11/2015,,,,9,18/05/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-medac
Human,Enhertu,EMEA/H/C/005124,Authorised,,II/0048,trastuzumab deruxtecan,trastuzumab deruxtecan,Breast Neoplasms,,No,L01FD04,,Antineoplastic agents,,"Breast cancerHER2-positive breast cancerEnhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received one or more prior anti-HER2-based regimens.HER2-low and HER2-ultralow breast cancerEnhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic&nbsp;  hormone receptor (HR)-positive, HER2-low or HER2-ultralow breast cancer who have received at least one endocrine therapy in the metastatic setting and who are not considered suitable for endocrine therapy as the next line of treatment (see sections 4.2 and 5.1). HER2-low breast cancer who have received prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy (see section 4.2).  Non-small cell lung cancer (NSCLC)Enhertu as monotherapy is indicated for the treatment of adult patients with advanced NSCLC whose tumours have an activating HER2 (ERBB2) mutation and who require systemic therapy following platinum-based chemotherapy with or without immunotherapy.Gastric cancer&nbsp;Enhertu as monotherapy is indicated for the treatment of adult patients with advanced HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma who have received a prior trastuzumab-based regimen.",No,Yes,No,No,Yes,No,No,No,No,Daiichi Sankyo Europe GmbH,31/03/2025,,,10/12/2020,,18/01/2021,,,,18,08/02/2021,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/enhertu
Human,Adtralza,EMEA/H/C/005255,Authorised,,VR/0000265489,tralokinumab,tralokinumab,"Dermatitis, Atopic",,No,D11,,Other dermatological preparations,,Adtralza is indicated for the treatment of moderate to severe atopic dermatitis in adult and adolescent patients 12 years and older who are candidates for systemic therapy.,No,Yes,No,No,No,No,No,No,No,LEO Pharma A/S,27/05/2025,,,22/04/2021,,17/06/2021,,,,7,20/04/2021,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/adtralza
Human,Ibuprofen Gen.Orph,EMEA/H/C/006129,Authorised,,VR/0000267682,ibuprofen,Ibuprofen,"Ductus Arteriosus, Patent",,No,C01EB16,,Other cardiac preparations,,Treatment of a haemodynamically significant patent ductus arteriosus in preterm newborn infants less than 34 weeks of gestational age,No,No,No,No,No,No,Yes,No,No,Gen.Orph,27/05/2025,,,,,16/02/2024,,,,2,15/12/2023,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ibuprofen-genorph
Human,Lyfnua,EMEA/H/C/005476,Authorised,,II/0003/G,gefapixant,gefapixant,Cough,,No,R05DB29,,Cough and cold preparations,,Lyfnua is indicated in adults for the treatment of refractory or unexplained chronic cough.,No,Yes,No,No,No,No,No,No,No,Merck Sharp & Dohme B.V.,03/04/2025,,,20/07/2023,,15/09/2023,,,,2,17/07/2023,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/lyfnua
Human,Privigen,EMEA/H/C/000831,Authorised,,II/0210,human normal immunoglobulin (IVIg),human normal immunoglobulin (IVIg),"Purpura, Thrombocytopenic, Idiopathic;Bone Marrow Transplantation;Immunologic Deficiency Syndromes;Guillain-Barre Syndrome;Mucocutaneous Lymph Node Syndrome",,No,J06BA02,,Immune sera and immunoglobulins,,"Replacement therapy in adults, and children and adolescents (0-18 years) in:  primary immunodeficiency (PID) syndromes with impaired antibody production; hypogammaglobulinaemia and recurrent bacterial infections in patients with chronic lymphocytic leukaemia, in whom prophylactic antibiotics have failed; hypogammaglobulinaemia and recurrent bacterial infections in plateau-phase-multiple-myeloma patients who have failed to respond to pneumococcal immunisation; hypogammaglobulinaemia in patients after allogeneic haematopoietic-stem-cell transplantation (HSCT); congenital AIDS with recurrent bacterial infections.  Immunomodulation in adults, and children and adolescents (0-18 years) in:  primary immune thrombocytopenia (ITP), in patients at high risk of bleeding or prior to surgery to correct the platelet count; Guillain-Barré syndrome; Kawasaki disease; chronic inflammatory demyelinating polyneuropathy (CIDP). Only limited experience is available of use of intravenous immunoglobulins in children with CIDP.",No,No,No,No,No,No,No,No,No,CSL Behring GmbH,25/04/2025,,,21/02/2008,,24/04/2008,,,,32,28/11/2017,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/privigen
Human,Icandra (previously Vildagliptin / metformin hydrochloride Novartis),EMEA/H/C/001050,Authorised,,VR/0000261605,vildagliptin;metformin,vildagliptin;metformin hydrochloride,"Diabetes Mellitus, Type 2",,No,A10BD08,,Drugs used in diabetes;Combinations of oral blood glucose lowering drugs,,"Icandra is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:  in patients who are inadequately controlled with metformin hydrochloride alone. in patients who are already being treated with the combination of vildagliptin and metformin hydrochloride, as separate tablets. in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control (see sections 4.4, 4.5 and 5.1 for available data on different combinations).",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,08/05/2025,,,,,30/11/2008,,,,28,12/04/2018,27/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/icandra
Human,Eucreas,EMEA/H/C/000807,Authorised,,VR/0000261605,vildagliptin;metformin,vildagliptin;metformin hydrochloride,"Diabetes Mellitus, Type 2",,No,A10BD08,,Drugs used in diabetes;Combinations of oral blood glucose lowering drugs,,"Eucreas is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:  in patients who are inadequately controlled with metformin hydrochloride alone. in patients who are already being treated with the combination of vildagliptin and metformin hydrochloride, as separate tablets. in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,08/05/2025,,,,,14/11/2007,,,,26,23/04/2018,27/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/eucreas
